"X","Running_no","Cruise_no","Filter_no","Filter_name","Vac_valve","Operator","Comments","Date","Cruise","Station_name","CTD_station","Depth","Niskin","Bottle","Sample_type","Filter","Chip_number","x","Plate","sample_type","well","Season","Location","Month","Year","Date_2"
137,8,2020620,"7","X2020620_07",8,"THA","0","15.10.2020",2020620,"BAL_04",760,90,"6","6","Pycnocline",7,1,137,"Plate_NB","e_sample","E8","Autumn","BA","10","2020","2020_10"
138,9,2020620,"31","X2020620_31",9,"THA","0","15.10.2020",2020620,"BAL_01",765,68,"6","6","Pycnocline",31,1,138,"Plate_NB","e_sample","F8","Autumn","BA","10","2020","2020_10"
139,10,2020620,"26","X2020620_26",10,"THA","0","15.10.2020",2020620,"BAL_01",765,NA,"","Milli-q","BLW",26,1,139,"Plate_NB","BLW","G8","Autumn","BA","10","2020","2020_10"
140,11,2020620,"28","X2020620_28",11,"THA","0","15.10.2020",2020620,"BAL_01",765,68,"5","5","Pycnocline",28,1,140,"Plate_NB","e_sample","H8","Autumn","BA","10","2020","2020_10"
141,12,2020620,"2","X2020620_02",12,"THA","0","15.10.2020",2020620,"BAL_04",760,NA,"","Milli-q","BLW",2,1,141,"Plate_NB","BLW","A9","Autumn","BA","10","2020","2020_10"
142,14,2020620,"23","X2020620_23",14,"THA","Vanskelig å få gjennom kolonnen.","15.10.2020",2020620,"BAL_02",764,64,"6","6","Pycnocline",23,1,142,"Plate_NB","e_sample","B9","Autumn","BA","10","2020","2020_10"
143,15,2020620,"22","X2020620_22",15,"THA","Filter lekk?","15.10.2020",2020620,"BAL_02",764,120,"3","3","Bottom",22,1,143,"Plate_NB","e_sample","C9","Autumn","BA","10","2020","2020_10"
144,16,2020620,"19","X2020620_19",16,"THA","0","15.10.2020",2020620,"BAL_02",764,120,"2","2","Bottom",19,1,144,"Plate_NB","e_sample","D9","Autumn","BA","10","2020","2020_10"
145,18,2020620,"11","X2020620_11",18,"THA","0","15.10.2020",2020620,"BAL_03",763,165,"2","2","Bottom",11,1,145,"Plate_NB","e_sample","E9","Autumn","BA","10","2020","2020_10"
146,19,2020620,"15","X2020620_15",19,"THA","0","15.10.2020",2020620,"BAL_03",763,84,"6","6","Pycnocline",15,1,146,"Plate_NB","e_sample","F9","Autumn","BA","10","2020","2020_10"
147,20,2020620,"30","X2020620_30",20,"THA","0","15.10.2020",2020620,"BAL_01",765,88,"3","3","Bottom",30,1,147,"Plate_NB","e_sample","G9","Autumn","BA","10","2020","2020_10"
148,21,2020620,"27","X2020620_27",21,"THA","0","15.10.2020",2020620,"BAL_01",765,88,"2","2","Bottom",27,1,148,"Plate_NB","e_sample","H9","Autumn","BA","10","2020","2020_10"
149,23,2020620,"18","X2020620_18",23,"THA","0","15.10.2020",2020620,"BAL_02",764,NA,"","Milli-q","BLW",18,1,149,"Plate_NB","BLW","A10","Autumn","BA","10","2020","2020_10"
150,24,2020620,"20","X2020620_20",24,"THA","0","15.10.2020",2020620,"BAL_02",764,64,"5","5","Pycnocline",20,1,150,"Plate_NB","e_sample","B10","Autumn","BA","10","2020","2020_10"
151,25,2020620,"13","X2020620_13",1,"THA","0","15.10.2020",2020620,"BAL_03",763,10,"9","9","Surface",13,1,151,"Plate_NB","e_sample","C10","Autumn","BA","10","2020","2020_10"
152,26,2020620,"4","X2020620_04",2,"THA","0","15.10.2020",2020620,"BAL_04",760,90,"5","5","Pycnocline",4,1,152,"Plate_NB","e_sample","D10","Autumn","BA","10","2020","2020_10"
153,27,2020620,"21","X2020620_21",3,"THA","0","15.10.2020",2020620,"BAL_02",764,13,"9","9","Surface",21,1,153,"Plate_NB","e_sample","E10","Autumn","BA","10","2020","2020_10"
154,28,2020620,"6","X2020620_06",4,"THA","0","15.10.2020",2020620,"BAL_04",760,113,"3","3","Bottom",6,1,154,"Plate_NB","e_sample","F10","Autumn","BA","10","2020","2020_10"
155,29,2020620,"5","X2020620_05",5,"THA","0","15.10.2020",2020620,"BAL_04",760,13,"9","9","Surface",5,1,155,"Plate_NB","e_sample","G10","Autumn","BA","10","2020","2020_10"
156,30,2020620,"17","X2020620_17",6,"THA","0","15.10.2020",2020620,"BAL_02",764,NA,"","","BLA",17,1,156,"Plate_NB","BLA","H10","Autumn","BA","10","2020","2020_10"
157,31,2020620,"14","X2020620_14",7,"THA","0","15.10.2020",2020620,"BAL_03",763,165,"3","3","Bottom",14,1,157,"Plate_NB","e_sample","A11","Autumn","BA","10","2020","2020_10"
158,32,2020620,"8","X2020620_08",8,"THA","0","15.10.2020",2020620,"BAL_04",760,13,"10","10","Surface",8,1,158,"Plate_NB","e_sample","B11","Autumn","BA","10","2020","2020_10"
159,35,2020620,"24","X2020620_24",11,"THA","0","15.10.2020",2020620,"BAL_02",764,13,"10","10","Surface",24,1,159,"Plate_NB","e_sample","C11","Autumn","BA","10","2020","2020_10"
160,36,2020620,"3EB040521","X2020620_3EB040521",12,"THA","0","",NA,"",NA,NA,"","","",NA,1,160,"Plate_NB","EB","C7",NA,NA,"","","_"
161,1,2019629,"16","X2019629_16-1",1,"THA","0","15.10.2019",2019629,"BAL_02",934,10,"10","10","Surface",16,1,161,"Plate_A","e_sample","D11 | E9","Autumn","BA","10","2019","2019_10"
162,2,2019629,"22","X2019629_22-1",2,"THA","0","16.10.2019",2019629,"BAL_01",935,104,"3","3","Bottom",22,1,162,"Plate_A","e_sample","E11 | E10","Autumn","BA","10","2019","2019_10"
163,4,2019629,"7","X2019629_7-1",4,"THA","0","15.10.2019",2019629,"BAL_04",933,46,"6","6","Pycnocline",7,1,163,"Plate_A","e_sample","F11 | E11","Autumn","BA","10","2019","2019_10"
164,5,2019629,"11","X2019629_11-1",5,"THA","0","15.10.2019",2019629,"BAL_02",934,124,"2","2","Bottom",11,1,164,"Plate_A","e_sample","G11 | E12","Autumn","BA","10","2019","2019_10"
165,6,2019629,"15","X2019629_15-1",6,"THA","0","15.10.2019",2019629,"BAL_02",934,49,"6","6","Pycnocline",15,1,165,"Plate_A","e_sample","H11 | F1","Autumn","BA","10","2019","2019_10"
166,7,2019629,"6","X2019629_6-1",7,"THA","0","15.10.2019",2019629,"BAL_04",933,116,"3","3","Bottom",6,1,166,"Plate_A","e_sample","A12 | F2","Autumn","BA","10","2019","2019_10"
167,8,2019629,"31","X2019629_31-1",8,"THA","0","16.10.2019",2019629,"BAL_03",936,52,"6","6","Pycnocline",31,1,167,"Plate_A","e_sample","B12 | F3","Autumn","BA","10","2019","2019_10"
168,9,2019629,"10","X2019629_10-1",9,"THA","manglet outlet cap","15.10.2019",2019629,"BAL_02",934,NA,"MiliQ","MiliQ","BLW",10,1,168,"Plate_A","BLW","C12 | F4","Autumn","BA","10","2019","2019_10"
169,10,2019629,"32","X2019629_32-1",10,"THA","0","16.10.2019",2019629,"BAL_03",936,12,"10","10","Surface",32,1,169,"Plate_A","e_sample","D12 | F5","Autumn","BA","10","2019","2019_10"
172,13,2019629,"28","X2019629_28-1",13,"JIW","0","16.10.2019",2019629,"BAL_03",936,52,"5","5","Pycnocline",28,1,172,"Plate_A","e_sample","F12 | F8","Autumn","BA","10","2019","2019_10"
173,14,2019629,"25","X2019629_25-1",14,"JIW","0","16.10.2019",2019629,"BAL_03",936,NA,"Air","Air","BLA",25,1,173,"Plate_A","BLA","G12 | F9","Autumn","BA","10","2019","2019_10"
174,15,2019629,"2","X2019629_2-1",15,"JIW","0","15.10.2019",2019629,"BAL_04",933,NA,"MiliQ","MiliQ","BLW",2,1,174,"Plate_A","BLW","H12 | F10","Autumn","BA","10","2019","2019_10"
175,16,2019629,"4","X2019629_4-1",16,"JIW","0","15.10.2019",2019629,"BAL_04",933,46,"5","5","Pycnocline",4,2,175,"Plate_A","e_sample","E1 | F1 | F11","Autumn","BA","10","2019","2019_10"
176,18,2019629,"12","X2019629_12-1",18,"JIW","0","15.10.2019",2019629,"BAL_02",934,49,"5","5","Pycnocline",12,2,176,"Plate_A","e_sample","F1 | G1 | G1","Autumn","BA","10","2019","2019_10"
177,19,2019629,"29","X2019629_29-1",19,"JIW","Farget","16.10.2019",2019629,"BAL_03",936,12,"9","9","Surface",29,2,177,"Plate_A","e_sample","G1 | H1 | G2","Autumn","BA","10","2019","2019_10"
178,20,2019629,"21","X2019629_21-1",20,"JIW","Farget","16.10.2019",2019629,"BAL_01",935,10,"9","9","Surface",21,2,178,"Plate_A","e_sample","H1 | A2 | G3","Autumn","BA","10","2019","2019_10"
179,21,2019629,"26","X2019629_26",21,"JIW","0","16.10.2019",2019629,"BAL_03",936,NA,"MiliQ","MiliQ","BLW",26,2,179,"Plate_A","BLW","A2 | G4","Autumn","BA","10","2019","2019_10"
181,25,2019629,"14","X2019629_14-1",1,"THA","0","15.10.2019",2019629,"BAL_02",934,124,"3","3","Bottom",14,2,181,"Plate_A","e_sample","C2 | B2 | G8","Autumn","BA","10","2019","2019_10"
182,27,2019629,"23","X2019629_23-1",3,"THA","0","16.10.2019",2019629,"BAL_01",935,41,"6","6","Pycnocline",23,2,182,"Plate_A","e_sample","D2 | D2 | G9","Autumn","BA","10","2019","2019_10"
183,29,2019629,"8","X2019629_8-1",5,"THA","0","15.10.2019",2019629,"BAL_04",933,10,"10","10","Surface",8,2,183,"Plate_A","e_sample","E2 | E2 | G10","Autumn","BA","10","2019","2019_10"
184,34,2019629,"20","X2019629_20-1",1,"THA","0","16.10.2019",2019629,"BAL_01",935,41,"5","5","Pycnocline",20,2,184,"Plate_A","e_sample","F2 | F2 | G12","Autumn","BA","10","2019","2019_10"
185,35,2019629,"24","X2019629_24-1",2,"THA","0","16.10.2019",2019629,"BAL_01",935,10,"10","10","Surface",24,2,185,"Plate_A","e_sample","G2 | G2 | H1","Autumn","BA","10","2019","2019_10"
186,36,2019629,"19","X2019629_19-1",3,"THA","0","16.10.2019",2019629,"BAL_01",935,104,"2","2","Bottom",19,2,186,"Plate_A","e_sample","H2 | H2 | H2","Autumn","BA","10","2019","2019_10"
187,38,2019629,"5","X2019629_5-1",5,"THA","0","15.10.2019",2019629,"BAL_04",933,10,"9","9","Surface",5,2,187,"Plate_A","e_sample","A3 | A3 | H3","Autumn","BA","10","2019","2019_10"
188,39,2019629,"3","X2019629_3-1",6,"THA","0","15.10.2019",2019629,"BAL_04",933,116,"2","2","Bottom",3,2,188,"Plate_A","e_sample","B3 | B3 | H4","Autumn","BA","10","2019","2019_10"
189,41,2019629,"27","X2019629_27-1",8,"THA","0","16.10.2019",2019629,"BAL_03",936,163,"2","2","Bottom",27,2,189,"Plate_A","e_sample","C3 | C3 | H6","Autumn","BA","10","2019","2019_10"
190,42,2019629,"13","X2019629_13-1",9,"THA","0","15.10.2019",2019629,"BAL_02",934,10,"9","9","Surface",13,2,190,"Plate_A","e_sample","D3 | D3 | H7","Autumn","BA","10","2019","2019_10"
191,43,2019629,"30","X2019629_30-1",1,"THA","0","16.10.2019",2019629,"BAL_03",936,163,"3","3","Bottom",30,2,191,"Plate_A","e_sample","E3 | E3 | H8","Autumn","BA","10","2019","2019_10"
208,16,2019631,"2EB091221","X2019631_2EB091221",16,"THA","Ekstraksjonsblank","",NA,"",NA,NA,"","","",NA,2,208,"Plate_NE","EB","E5 | F3 | B5",NA,NA,"","","_"
231,39,2019631,"1EB171221","X2019631_1EB171221",15,"THA","","",NA,"",NA,NA,"","","",NA,2,231,"Plate_NE","EB","C6 | G3 | D8",NA,NA,"","","_"
252,60,2019631,"2EB171221","X2019631_2EB171221",12,"THA","","",NA,"",NA,NA,"","","",NA,2,252,"Plate_NE","EB","C7 | H3 | F5",NA,NA,"","","_"
275,83,2019631,"1LB201221","X2019631_1LB201221",11,"THA","","",NA,"",NA,NA,"","","",NA,2,275,"Plate_NE","LB","A4 | H4",NA,NA,"","","_"
277,85,2019631,"2","X2019631_2",2,"GGU","","13.05.2019",2019631,"BAL_04",575,NA,"","","BLW",2,2,277,"Plate_NE","BLW","B2 | B4","Summer","BA","05","2019","2019_05"
278,86,2019631,"26","X2019631_26",3,"GGU","","13.05.2019",2019631,"BAL_02",577,47,"5","5","Pycnocline",26,2,278,"Plate_NE","e_sample","C2 | C4","Summer","BA","05","2019","2019_05"
279,87,2019631,"31","X2019631_31",4,"GGU","","13.05.2019",2019631,"BAL_02",577,125,"3","3","Bottom",31,2,279,"Plate_NE","e_sample","D2 | D4","Summer","BA","05","2019","2019_05"
280,88,2019631,"22","X2019631_22",5,"GGU","","13.05.2019",2019631,"BAL_03",576,12,"11","11","Surface",22,2,280,"Plate_NE","e_sample","E2 | E4","Summer","BA","05","2019","2019_05"
281,89,2019631,"6","X2019631_6",6,"GGU","","13.05.2019",2019631,"BAL_04",575,120,"2","2","Bottom",6,2,281,"Plate_NE","e_sample","F2 | F4","Summer","BA","05","2019","2019_05"
282,90,2019631,"21","X2019631_21",7,"GGU","","13.05.2019",2019631,"BAL_03",576,48,"7","7","Pycnocline",21,2,282,"Plate_NE","e_sample","G2 | G4","Summer","BA","05","2019","2019_05"
283,91,2019631,"17","X2019631_17",8,"GGU","","13.05.2019",2019631,"BAL_03",576,166,"2","2","Bottom",17,2,283,"Plate_NE","e_sample","H2 | H4","Summer","BA","05","2019","2019_05"
284,92,2019631,"36","X2019631_36",9,"GGU","","13.05.2019",2019631,"BAL_01",578,101,"1","1","Bottom",36,2,284,"Plate_NE","e_sample","A3 | A5","Summer","BA","05","2019","2019_05"
285,93,2019631,"29","X2019631_29",10,"GGU","","13.05.2019",2019631,"BAL_02",577,47,"6","6","Pycnocline",29,2,285,"Plate_NE","e_sample","B3 | B5","Summer","BA","05","2019","2019_05"
286,94,2019631,"LB22022022","X2019631_LB22022022",11,"GGU","","",NA,"",NA,NA,"","","",NA,2,286,"Plate_NE","LB","C3 | C5",NA,NA,"","","_"
288,96,2019631,"40","X2019631_40",13,"GGU","","13.05.2019",2019631,"BAL_01",578,36,"6","6","Pycnocline",40,2,288,"Plate_NE","e_sample","D3 | D5","Summer","BA","05","2019","2019_05"
289,97,2019631,"4","X2019631_4",14,"GGU","","13.05.2019",2019631,"BAL_04",575,46,"5","5","Pycnocline",4,2,289,"Plate_NE","e_sample","E3 | E5","Summer","BA","05","2019","2019_05"
290,98,2019631,"19","X2019631_19",15,"GGU","Too hard to flush MBL","13.05.2019",2019631,"BAL_03",576,12,"10","10","Surface",19,2,290,"Plate_NE","e_sample","F3 | F5","Summer","BA","05","2019","2019_05"
291,99,2019631,"39","X2019631_39",16,"GGU","","13.05.2019",2019631,"BAL_01",578,101,"2","2","Bottom",39,2,291,"Plate_NE","e_sample","G3 | G5","Summer","BA","05","2019","2019_05"
292,100,2019631,"32","X2019631_32",17,"GGU","","13.05.2019",2019631,"BAL_02",577,47,"7","7","Pycnocline",32,2,292,"Plate_NE","e_sample","H3 | H5","Summer","BA","05","2019","2019_05"
293,101,2019631,"14","X2019631_14",18,"GGU","","13.05.2019",2019631,"BAL_03",576,166,"1","1","Bottom",14,2,293,"Plate_NE","e_sample","A4 | A6","Summer","BA","05","2019","2019_05"
294,102,2019631,"28","X2019631_28",19,"GGU","","13.05.2019",2019631,"BAL_02",577,125,"2","2","Bottom",28,2,294,"Plate_NE","e_sample","B4 | B6","Summer","BA","05","2019","2019_05"
295,103,2019631,"41","X2019631_41",20,"GGU","Too hard to flush MBL","13.05.2019",2019631,"BAL_01",578,9,"10","10","Surface",41,2,295,"Plate_NE","e_sample","C4 | D6","Summer","BA","05","2019","2019_05"
296,104,2019631,"3","X2019631_3",21,"GGU","","13.05.2019",2019631,"BAL_04",575,120,"1","1","Bottom",3,2,296,"Plate_NE","e_sample","D4 | E6","Summer","BA","05","2019","2019_05"
297,105,2019631,"10","X2019631_10",22,"GGU","","13.05.2019",2019631,"BAL_04",575,46,"8","7","Pycnocline",10,2,297,"Plate_NE","e_sample","E4 | F6","Summer","BA","05","2019","2019_05"
298,106,2019631,"30","X2019631_30",23,"GGU","Too hard to flush MBL","13.05.2019",2019631,"BAL_02",577,12,"10","10","Surface",30,2,298,"Plate_NE","e_sample","F4 | G6","Summer","BA","05","2019","2019_05"
301,109,2019631,"8","X2019631_8",2,"GGU","Too hard to flush MBL","13.05.2019",2019631,"BAL_04",575,10,"10","10","Surface",8,2,301,"Plate_NE","e_sample","H4 | H6","Summer","BA","05","2019","2019_05"
302,110,2019631,"43","X2019631_43",3,"GGU","Too hard to flush MBL","13.05.2019",2019631,"BAL_01",578,36,"7","7","Pycnocline",43,2,302,"Plate_NE","e_sample","A5 | A7","Summer","BA","05","2019","2019_05"
303,111,2019631,"15","X2019631_15",4,"GGU","Too hard to flush MBL","13.05.2019",2019631,"BAL_03",576,48,"5","5","Pycnocline",15,2,303,"Plate_NE","e_sample","B5 | B7","Summer","BA","05","2019","2019_05"
304,112,2019631,"5","X2019631_5",5,"GGU","Too hard to flush MBL","13.05.2019",2019631,"BAL_04",575,10,"9","9","Surface",5,2,304,"Plate_NE","e_sample","C5 | D7","Summer","BA","05","2019","2019_05"
305,113,2019631,"42","X2019631_42",6,"GGU","","13.05.2019",2019631,"BAL_01",578,101,"3","3","Bottom",42,2,305,"Plate_NE","e_sample","D5 | E7","Summer","BA","05","2019","2019_05"
306,114,2019631,"27","X2019631_27",7,"GGU","","13.05.2019",2019631,"BAL_02",577,12,"9","9","Surface",27,2,306,"Plate_NE","e_sample","E5 | F7","Summer","BA","05","2019","2019_05"
308,116,2019631,"33","X2019631_33",9,"GGU","Too hard to flush MBL","13.05.2019",2019631,"BAL_02",577,12,"11","11","Surface",33,2,308,"Plate_NE","e_sample","G5 | G7","Summer","BA","05","2019","2019_05"
309,117,2019631,"7","X2019631_7",10,"GGU","","13.05.2019",2019631,"BAL_04",575,46,"6","6","Pycnocline",7,2,309,"Plate_NE","e_sample","H5 | H7","Summer","BA","05","2019","2019_05"
310,118,2019631,"38","X2019631_38",11,"GGU","","13.05.2019",2019631,"BAL_01",578,9,"9","9","Surface",38,2,310,"Plate_NE","e_sample","A6 | A8","Summer","BA","05","2019","2019_05"
311,119,2019631,"EB25022022","X2019631_EB25022022",12,"GGU","","",NA,"",NA,NA,"","","",NA,2,311,"Plate_NE","EB","B8",NA,NA,"","","_"
313,121,2019631,"23","X2019631_23",14,"GGU","MBL had crystals, maybe not warm enought","13.05.2019",2019631,"BAL_02",577,NA,"","","BLA",23,2,313,"Plate_NE","BLA","D6 | C8","Summer","BA","05","2019","2019_05"
314,122,2019631,"16","X2019631_16",15,"GGU","MBL had crystals, maybe not warm enought","13.05.2019",2019631,"BAL_03",576,12,"9","9","Surface",16,2,314,"Plate_NE","e_sample","E6 | D8","Summer","BA","05","2019","2019_05"
315,123,2019631,"24","X2019631_24",16,"GGU","MBL had crystals, maybe not warm enought","13.05.2019",2019631,"BAL_02",577,NA,"","","BLW",24,2,315,"Plate_NE","BLW","F6 | E8","Summer","BA","05","2019","2019_05"
316,124,2019631,"18","X2019631_18",17,"GGU","MBL had crystals, maybe not warm enought","13.05.2019",2019631,"BAL_03",576,48,"6","6","Pycnocline",18,2,316,"Plate_NE","e_sample","G6 | F8","Summer","BA","05","2019","2019_05"
317,125,2019631,"25","X2019631_25",18,"GGU","MBL had crystals, maybe not warm enought","13.05.2019",2019631,"BAL_02",577,125,"1","1","Bottom",25,2,317,"Plate_NE","e_sample","H6 | G8","Summer","BA","05","2019","2019_05"
318,126,2019631,"37","X2019631_37",19,"GGU","MBL had crystals, maybe not warm enought","13.05.2019",2019631,"BAL_01",578,36,"5","5","Pycnocline",37,2,318,"Plate_NE","e_sample","A7 | H8","Summer","BA","05","2019","2019_05"
319,127,2019631,"9","X2019631_9",20,"GGU","Too hard to flush MBL; MBL had crystals, maybe not warm enought","13.05.2019",2019631,"BAL_04",575,120,"3","3","Bottom",9,2,319,"Plate_NE","e_sample","B7 | A9","Summer","BA","05","2019","2019_05"
321,129,2019631,"44","X2019631_44",22,"GGU","MBL had crystals, maybe not warm enought","13.05.2019",2019631,"BAL_01",578,9,"11","11","Surface",44,2,321,"Plate_NE","e_sample","E7 | B9","Summer","BA","05","2019","2019_05"
322,130,2019631,"LB28022022","X2019631_LB28022022",23,"GGU","MBL had crystals, maybe not warm enought","",NA,"",NA,NA,"","","",NA,2,322,"Plate_NE","LB","C9",NA,NA,"","","_"
324,132,2019631,"20","X2019631_20",1,"GGU","MBL had crystals, maybe not warm enought","13.05.2019",2019631,"BAL_03",576,166,"3","3","Bottom",20,2,324,"Plate_NE","e_sample","F7 | D9","Summer","BA","05","2019","2019_05"
325,133,2019631,"11","X2019631_11",2,"GGU","MBL had crystals, maybe not warm enought","13.05.2019",2019631,"BAL_04",575,10,"12","11","Surface",11,2,325,"Plate_NE","e_sample","G7 | E9","Summer","BA","05","2019","2019_05"
326,1,2018625,"17","X2018625_17-1",1,"THA","Ikke inkubert 5 min ved 4°C","15.10.2018",2018625,"BAL_02",1099,85,"5","4","Pycnocline",17,2,326,"Plate_A","e_sample","H7 | F9 | A2","Autumn","BA","10","2018","2018_10"
327,2,2018625,"27","X2018625_27-1",2,"THA","Ikke inkubert 5 min ved 4°C","15.10.2018",2018625,"BAL_01",1100,84,"5","4","Pycnocline",27,2,327,"Plate_A","e_sample","A8 | G9 | A3","Autumn","BA","10","2018","2018_10"
328,3,2018625,"9","X2018625_9-1",3,"THA","Ikke inkubert 5 min ved 4°C","15.10.2018",2018625,"BAL_03",1098,79,"6","6","Pycnocline",9,2,328,"Plate_A","e_sample","B8 | H9 | A4","Autumn","BA","10","2018","2018_10"
329,4,2018625,"14","X2018625_14-1",4,"THA","Ikke inkubert 5 min ved 4°C","15.10.2018",2018625,"BAL_02",1099,123,"1","1","Bottom",14,2,329,"Plate_A","e_sample","C8 | A10 | A5","Autumn","BA","10","2018","2018_10"
330,6,2018625,"18","X2018625_18-1",6,"THA","Ikke inkubert 5 min ved 4°C","15.10.2018",2018625,"BAL_02",1099,85,"6","5","Pycnocline",18,2,330,"Plate_A","e_sample","D8 | B10 | A6","Autumn","BA","10","2018","2018_10"
331,7,2018625,"35","X2018625_35-1",7,"THA","Ikke inkubert 5 min ved 4°C","15.10.2018",2018625,"BAL_04",1101,117,"2","2","Bottom",35,2,331,"Plate_A","e_sample","E8 | C10 | A7","Autumn","BA","10","2018","2018_10"
332,8,2018625,"19","X2018625_19-1",8,"THA","Ikke inkubert 5 min ved 4°C","15.10.2018",2018625,"BAL_02",1099,85,"7","6","Pycnocline",19,2,332,"Plate_A","e_sample","F8 | D10 | A8","Autumn","BA","10","2018","2018_10"
333,9,2018625,"23","X2018625_23",9,"THA","Ikke inkubert 5 min ved 4°C","15.10.2018",2018625,"BAL_02",1099,NA,"Air","Air","BLA",23,2,333,"Plate_A","BLA","G8 | A9","Autumn","BA","10","2018","2018_10"
334,11,2018625,"1.EB28.05.19","X2018625_1.EB28.05.19",11,"THA","Ikke inkubert 5 min ved 4°C","",NA,"",NA,NA,"","","",NA,2,334,"Plate_A","EB","C7 | A10",NA,NA,"","","_"
335,12,2018625,"1.LB28.05.19","X2018625_1.LB28.05.19-1",12,"THA","Ikke inkubert 5 min ved 4°C","",NA,"",NA,NA,"","","",NA,2,335,"Plate_A","LB","E10 | A11",NA,NA,"","","_"
336,13,2018625,"28","X2018625_28-1",13,"THA","","15.10.2018",2018625,"BAL_01",1100,84,"6","5","Pycnocline",28,2,336,"Plate_A","e_sample","H8 | F10 | A12","Autumn","BA","10","2018","2018_10"
337,14,2018625,"12","X2018625_12-1",14,"THA","","15.10.2018",2018625,"BAL_03",1098,10,"8","8","Surface",12,2,337,"Plate_A","e_sample","A9 | G10 | B2","Autumn","BA","10","2018","2018_10"
338,15,2018625,"31","X2018625_31-1",15,"THA","","15.10.2018",2018625,"BAL_01",1100,10,"10","8","Surface",31,2,338,"Plate_A","e_sample","B9 | H10 | B3","Autumn","BA","10","2018","2018_10"
339,16,2018625,"6","X2018625_6",16,"THA","","15.10.2018",2018625,"BAL_03",1098,168,"3","3","Bottom",6,2,339,"Plate_A","e_sample","C9 | A11 | B4","Autumn","BA","10","2018","2018_10"
340,17,2018625,"16","X2018625_16-1",17,"THA","","15.10.2018",2018625,"BAL_02",1099,123,"3","3","Bottom",16,2,340,"Plate_A","e_sample","D9 | B11 | B5","Autumn","BA","10","2018","2018_10"
341,18,2018625,"30","X2018625_30",18,"THA","","15.10.2018",2018625,"BAL_01",1100,10,"9","7","Surface",30,2,341,"Plate_A","e_sample","E9 | C11 | B6","Autumn","BA","10","2018","2018_10"
