"kingdom","phylum","class","order","family","genus","species","id","annotated_pident","best_identity","tot_reads","X2022624_10","X2022624_100","X2022624_101","X2022624_104","X2022624_105","X2022624_107","X2022624_108","X2022624_109","X2022624_11","X2022624_111","X2022624_112","X2022624_113","X2022624_114","X2022624_115","X2022624_116","X2022624_117","X2022624_118","X2022624_119","X2022624_120","X2022624_123","X2022624_126","X2022624_127","X2022624_128","X2022624_13","X2022624_131","X2022624_132","X2022624_133","X2022624_14","X2022624_15","X2022624_16","X2022624_17","X2022624_18","X2022624_19","X2022624_2","X2022624_21","X2022624_23","X2022624_24","X2022624_25","X2022624_27","X2022624_3","X2022624_31","X2022624_34","X2022624_36","X2022624_38","X2022624_39","X2022624_4","X2022624_40","X2022624_43","X2022624_44","X2022624_45","X2022624_47","X2022624_49","X2022624_5","X2022624_50","X2022624_53","X2022624_54","X2022624_55","X2022624_56","X2022624_57","X2022624_58","X2022624_59","X2022624_6","X2022624_61","X2022624_64","X2022624_65","X2022624_67","X2022624_68","X2022624_69","X2022624_7","X2022624_70","X2022624_71","X2022624_72","X2022624_74","X2022624_75","X2022624_76","X2022624_77","X2022624_78","X2022624_79","X2022624_8","X2022624_82","X2022624_9","X2022624_93","X2022624_95","X2022624_96","X2022624_98","X2022624_EB19062023","X2022624_EB20062023","X2022624_EB21062023","X2022624_LB19062023","X2022624_LB20062023","NTC_NK","PC_NK"
"Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Artediellus","Artediellus scaber","GG01_004693837",0.988,0.959302325581395,45194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas","Anarhichas spp.","GG01_000308168",0.971,0.970930232558139,1619038,0,0,1,2,3675,11409,6592,5,0,6537,9271,93158,0,23229,5133,11848,0,37956,26394,152385,0,1331,12959,0,12,66883,64996,42996,4,34,34676,0,1,1,0,0,0,71447,32676,0,9074,7,34,0,1,2,0,0,0,25332,12,9006,0,4,0,46430,4945,0,12,42718,46363,2,59039,13646,12359,0,10042,59581,1,3719,0,17983,2,70656,86254,5709,26675,103284,1,36420,0,0,5,30473,0,0,0,0,0,3,0,183633
"Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Taurulus","Taurulus bubalis","GG01_000867246",1,0.988095238095238,26154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Cyclopteridae","Cyclopterus","Cyclopterus lumpus","GG01_001197174",1,0.994082840236686,209058,0,0,0,0,0,0,0,0,0,7474,41070,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,1,0,20151,0,0,8,0,0,10300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,130011
"Animalia","Chordata","Teleostei","Scorpaeniformes","Liparidae","Liparis","Liparis montagui","GG01_000843208",1,1,24284,0,0,0,0,0,0,0,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes spp.","GG01_002451676",0.919,0.888235294117647,561752,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,29088,0,246,0,38290,43384,0,0,0,2,0,39797,63084,18172,8,0,0,0,0,0,0,0,152632,18063,0,13,5,1,0,3,0,0,0,0,1,2,14,0,1,0,0,0,0,6,3,0,0,1,1,2,0,0,19583,18561,0,36995,3,1,1,0,2,0,57043,0,26739,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes spp.","GG01_002376339",0.929411764705882,0.929411764705882,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Leptoclinus","Leptoclinus maculatus","GG01_000000021",1,0.994082840236686,902610,0,2,1,0,2124,64905,673,0,0,2178,0,37823,0,1063,4836,0,0,26031,23502,30084,0,3237,0,0,3,18800,9150,0,1,8,20908,1,0,0,1,0,0,0,10444,0,0,12,34,0,0,0,0,0,0,91921,2,0,0,3,0,0,5717,0,7,101772,3623,0,32367,8712,31619,0,11753,39855,0,0,1,57424,0,4,0,2217,2,0,0,1,0,0,4,1,0,0,0,0,0,0,0,259784
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Lycodes","Lycodes vahlii","GG01_003806133",1,0.976190476190476,18265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15910,0,0,0,0,0,0,0,2353
"Animalia","Chordata","Teleostei","Pleuronectiformes",NA,NA,NA,"GG01_000152186",0.891428571428571,0.891428571428571,31,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,2,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes platessa","GG01_005544755",0.906,0.906432748538012,2732445,0,1,53435,0,2,6,1,5,2,0,0,153303,0,11091,1,102671,0,19574,108852,125364,0,0,0,0,42,1,43191,101624,4,28082,88550,0,2,1,2,0,3,180091,1,0,97846,19,44,0,2,43550,0,1,0,28757,13,2,4,3,1,90418,74008,0,12,17,15,17656,112736,9,2,1,43760,96175,36241,11127,299414,158730,0,108326,59223,3,8,893,2,114781,23134,0,9,43737,0,0,0,0,0,0,0,255864
"Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides platessoides","GG01_005598383",0.912,0.908571428571429,580,0,0,4,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,11,19,0,0,0,0,0,0,14,1,0,0,4,0,0,0,0,0,0,14,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,2,10,0,0,0,0,19,8,0,22,36,0,4,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,357
"Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus cynoglossus","GG01_003421308",0.944,0.927777777777778,174,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,26,0,8,20,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,0,0,1,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,8,0,0,1,3,29,0,3,1,0,0,0,0,2,4,0,0,15,0,0,0,0,0,0,0,7
"Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys flesus","GG01_005532733",0.97,0.970588235294118,72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
"Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus kitt","GG01_005361016",0.926,0.920454545454545,269579,0,0,0,0,0,0,0,0,0,0,0,46519,0,1,0,26894,0,14259,13155,5181,0,0,0,0,4,0,0,0,0,5,18297,0,1,0,0,0,0,18470,0,0,0,0,0,0,0,35496,0,0,0,19989,0,0,0,2,0,0,3695,0,0,0,0,0,0,1,0,0,20645,0,0,9189,0,5889,0,0,13672,0,0,0,0,6567,9566,0,0,2082,0,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Hippoglossus","Hippoglossus hippoglossus","GG01_005146936",0.97,0.970588235294118,18,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Salmo","Salmo salar","GG01_000812179",0.906,0.906432748538012,8303196,0,601752,76580,0,1476724,29344,1351333,3,0,521079,17301,22457,0,847931,266470,4,786581,380332,18634,40210,219552,571,13,0,47663,537524,0,2,0,365,0,0,0,223033,0,111,3,55,4,0,194,35,10,3,71,0,0,1,0,5,10,9,0,0,7685,2,5,1,2,81,2,5,1,3,4,13,1,51,0,0,2,4,185368,44283,1,202926,5,18504,32836,1,0,1,263428,2687,76109,1,0,0,0,17,3,3195
"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Salvelinus","Salvelinus alpinus","GG01_005530613",0.965,0.965116279069767,6077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6077
"Animalia","Chordata","Teleostei","Perciformes","Scombridae","Scomber","Scomber scombrus","GG01_000226388",1,1,875475,35784,27488,0,0,0,0,0,0,1,0,0,0,0,45804,3,8,1,0,4,0,0,0,0,31946,34,0,0,1,3,135818,84918,0,0,0,0,0,0,0,0,0,3,3,0,0,60842,0,0,0,0,0,93539,0,0,25713,4,0,15612,16799,8,1,1,0,47044,6,0,0,39774,84765,3471,21741,23542,54901,0,8,0,5,25860,0,0,0,0,0,15,2,0,0,0,1,0,0,1,1
"Animalia","Chordata","Teleostei","Perciformes","Ammodytidae","Ammodytes|Hyperoplus","Ammodytes marinus|Hyperoplus lanceolatus|Ammodytes tobianus","GG01_000876590",0.965,0.959302325581395,190467,0,0,0,0,0,0,4446,0,0,1569,0,0,0,3,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15149,0,0,0,0,1,5,38412,0,0,7047,0,0,0,0,0,0,0,0,35705,0,0,0,3,0,0,0,1,0,0,26329,2,0,61780,8,0,0,0,1,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Aves","Charadriiformes","Alcidae","Cepphus","Cepphus grylle","GG01_001351554",1,0.945054945054945,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Chondrichthyes","Chimaeriformes","Chimaeridae","Chimaera","Chimaera monstrosa","GG01_000477882",1,1,12246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Amblyraja","Amblyraja radiata","GG01_004981664",0.989,0.988950276243094,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus","GG01_000477713",1,1,27541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,27537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa","GG01_000000581",1,1,112072,0,0,0,0,0,0,0,2,0,0,0,10972,0,0,11997,0,0,0,0,0,0,0,0,0,1,4730,0,0,0,2,6956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,13188,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,21211,0,0,0,0,1,0,0,0,3,0,36417,0,6584,0,0,0,0,0
"Animalia","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca vitulina","GG01_002910904",1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Mammalia","Cetacea","Balaenopteridae","Balaenoptera","Balaenoptera acutorostrata","GG01_000870794",1,1,566,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Lagenorhynchus","Lagenorhynchus albirostris","GG01_003224588",1,0.988304093567251,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Mammalia","Cetacea","Phocoenidae","Phocoena","Phocoena phocoena","GG01_000982512",0.994,0.994117647058824,5061,0,0,0,0,0,0,0,0,0,15,0,0,0,19,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,55,0,0,0,0,0,0,69,0,1960,0,0,0,2207,0,0,0,246,16,0,0,0,0,217,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Echinodermata","Echinoidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","GG01_002496246",0.994,0.688524590163934,11,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Echinodermata","Echinoidea",NA,NA,NA,NA,"GG01_000241367",0.644444444444444,0.644444444444444,41741,0,6957,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16267,0,4,3,0,1,22,0,0,0,0,6,0,1,3,0,618,0,0,0,1,0,0,3871,0,11,0,0,0,0,0,0,8,0,161,0,0,0,145,0,0,5728,0,3149,0,0,0,5,0,11,1,0,0,0,0,456,0,0,2,45,0,0,0,0,0,0,0,4263
