"kingdom","phylum","class","order","family","genus","species","id","annotated_pident","best_identity","tot_reads","X2019629_10","X2019629_11","X2019629_15","X2019629_16","X2019629_2","X2019629_22","X2019629_25","X2019629_28","X2019629_31","X2019629_32","X2019629_6","X2019629_7","X2020620_02","X2020620_03","X2020620_04","X2020620_05","X2020620_06","X2020620_07","X2020620_08","X2020620_11","X2020620_12","X2020620_13","X2020620_14","X2020620_15","X2020620_16","X2020620_17","X2020620_18","X2020620_19","X2020620_1EB040521","X2020620_20","X2020620_21","X2020620_22","X2020620_23","X2020620_24","X2020620_26","X2020620_27","X2020620_28","X2020620_29","X2020620_30","X2020620_31","X2020620_32","X2020620_3EB040521","X2021607_1EB110521","X2021607_1EB260521","X2021607_1EB280521","X2021607_1LB250521","X2021607_254","X2021607_256","X2021607_257","X2021607_258","X2021607_259","X2021607_260","X2021607_261","X2021607_264","X2021607_265","X2021607_266","X2021607_267","X2021607_268","X2021607_269","X2021607_270","X2021607_271","X2021607_272","X2021607_274","X2021607_275","X2021607_276","X2021607_277","X2021607_278","X2021607_279","X2021607_280","X2021607_281","X2021607_282","X2021607_283","X2021607_285","X2021607_286","X2021607_287","X2021607_288","X2021607_289","X2021607_290","X2021607_291","X2021607_292","X2021607_293","X2021607_294","X2021607_2EB210521","X2021624_10","X2021624_11","X2021624_13","X2021624_14","X2021624_15","X2021624_16","X2021624_17","X2021624_18","X2021624_19","X2021624_2","X2021624_20","X2021624_21","X2021624_22","X2021624_24","X2021624_25","X2021624_26","X2021624_27","X2021624_28","X2021624_29","X2021624_3","X2021624_30","X2021624_31","X2021624_32","X2021624_33","X2021624_34","X2021624_35","X2021624_36","X2021624_37","X2021624_38","X2021624_39","X2021624_4","X2021624_40","X2021624_41","X2021624_42","X2021624_43","X2021624_44","X2021624_5","X2021624_6","X2021624_7","X2021624_8","X2021624_9","X2021624_EB03052022","X2021624_EB05052022","X2021624_LB05052022","X2022607_235","X2022607_236","X2022607_237","X2022607_238","X2022607_239","X2022607_240","X2022607_241","X2022607_242","X2022607_243","X2022607_244","X2022607_245","X2022607_247","X2022607_248","X2022607_249","X2022607_250","X2022607_251","X2022607_252","X2022607_253","X2022607_254","X2022607_255","X2022607_257","X2022607_258","X2022607_259","X2022607_260","X2022607_261","X2022607_262","X2022607_263","X2022607_264","X2022607_265","X2022607_266","X2022607_269","X2022607_270","X2022607_271","X2022607_272","X2022607_273","X2022607_274","X2022607_275","X2022607_276","X2022607_277","X2022607_EB08062022","X2022607_EB26052022","X2022607_EB30052022_2","X2022607_LB30052022","Es1","Es2","MC1","MC10","MC11","MC2","MC3","MC4","MC5","MC6","MC7","MC8","MC9","MC_amplicon_NB","MC_v1_NA_Br1","MC_v1_NA_Br2","MC_v1_NA_Br3","MC_v2_NB_Br1","MC_v2_NB_Br2","NA_NTC","NB_NTC"
"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Micromesistius","Micromesistius poutassou","GG01_003580219",1,1,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Pollachius","Pollachius virens","GG01_000188167",1,1,158788,0,0,0,0,0,0,0,0,2370,0,0,0,0,2338,0,0,9254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2588,2,7460,6,4,614,396,4,6,14,4114,2380,4542,0,0,0,4,4,0,2828,2950,3188,3106,4,0,70,2158,2192,4,4528,412,516,4144,2138,0,4722,4168,0,2,0,0,4,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3280,0,0,0,2,0,0,0,208,1660,0,4,0,0,0,0,2070,5046,2,0,0,0,6950,80,2562,3224,436,2,9392,1254,4386,1690,0,26,460,8212,24,12,0,30,170,1512,2,480,6,6,522,8,1962,2144,2392,2,2,18322,2942,10,10,2,2,2062,1680,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,122,160,0,0,0,0
"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Trisopterus","Trisopterus esmarkii","GG01_002133882",0.994,0.952941176470588,2254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Molva","Molva molva","GG01_004627878",0.988,0.988372093023256,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Crystallogobius","Crystallogobius linearis","GG01_001119424",1,1,9840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4308,0,758,0,0,0,2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Pomatoschistus","Pomatoschistus minutus","GG01_005386851",0.941,0.936046511627907,56632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10292,0,0,0,2,0,0,0,0,0,0,0,12696,0,0,0,3422,0,0,2640,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3172,0,1378,0,2,0,0,2,0,0,0,0,0,0,0,476,4,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,13626,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8882,0,0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Protomyctophum","Protomyctophum arcticum","GG01_000404053",0.994,0.994152046783626,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Mallotus","Mallotus villosus","GG01_000021185",0.994,0.994047619047619,12102332,0,70304,3100,6,2,4,4,10,0,10,1372,6580,2,242,2040,4,256,0,0,210,5816,436,15670,10472,2,0,4,780,120,4,4,26074,4454,15910,0,1640,7958,3552,20624,6072,2,2,2,0,42,34,8,333042,361334,429980,283630,243324,134820,320624,349064,168280,175238,71294,225032,374418,298906,218478,8,510806,341478,269322,307826,355400,141090,320852,197632,344002,0,617232,360122,477676,564174,432256,563584,706924,256972,405614,62,3432,4750,16,26782,1502,496,4,2,14,2,4004,14,4,2,48540,10376,239346,39828,12914,12,9548,15520,98442,16534,2,2,6886,3704,6,2534,12,4,10,12658,8,6,4,7354,5094,74,3270,156,0,0,0,1606,48,3336,4,80,6658,1344,6510,1622,14,16,6,2228,1180,1816,4,798,10,1590,2,16,268,132,150,3624,4634,34,4688,738,6952,17876,276,942,5066,3922,8628,10502,3440,0,0,0,2,8,18,2,44,6,12,14,6,0,6,4,22,4,61974,0,972,266,6,14,0,0
"Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas","Anarhichas spp.","GG01_001545321",0.957,0.941520467836257,272030,0,0,1962,0,0,0,0,0,776,0,15232,0,0,6966,2974,0,0,13240,3456,0,0,2,0,12860,2,0,0,0,2,0,0,0,0,0,0,3946,0,0,0,0,0,0,0,0,0,0,0,1862,4292,0,4,6314,2,1190,0,4,2,12,6092,3984,10,2,0,3668,14,4,0,4,4,6876,6,12,0,0,4370,7600,18,1580,2288,12,4,1006,6,2042,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,18,1570,966,0,3614,0,4,0,0,0,6,0,1236,0,0,0,1656,0,0,0,0,0,16,6096,0,0,0,0,4,0,12104,106,10,4458,0,0,5772,0,1992,2922,0,2,5832,6,3170,0,4182,8,2,914,7530,1728,2,5382,904,6220,5954,5850,11394,5694,4830,7462,20986,8906,4480,2390,0,0,0,0,0,4,0,0,0,18,0,0,0,0,0,4,0,110,0,572,230,2,2,0,0
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Lumpenus","Lumpenus lampretaeformis","GG01_000760830",0.933,0.897142857142857,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,4,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Micrenophrys","Micrenophrys lilljeborgii","GG01_005667087",0.965,0.905882352941176,11302,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,5440,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4410,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Triglops","Triglops murrayi","GG01_003964514",0.922,0.868571428571429,4834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4768,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Leptoclinus","Leptoclinus maculatus","GG01_006576802",0.93,0.924418604651163,285620,0,160,0,0,0,6800,0,0,0,0,5240,0,0,4,848,0,3274,746,0,0,0,0,0,2,0,0,0,0,0,0,0,254,0,0,0,0,0,0,3022,5046,0,0,0,0,2,0,0,540,0,3052,858,6,2,2,2526,0,4,2,0,6,454,0,0,12,2544,6,4,4,2,6,4,4,0,198,148,2,1798,2,680,504,2,2,0,2,2,0,2,0,0,0,0,0,0,0,2,0,0,1336,0,0,5584,2,2046,0,66,1024,0,0,0,2312,18062,2,1430,0,582,0,724,0,0,0,294,3376,2,0,0,0,0,4,82,0,0,110,8,186,64,2,2,0,6,96,0,1438,0,20,860,2,10,0,346,0,0,2,0,0,0,0,2104,2,8,2,0,2206,522,4,0,1502,0,0,0,0,0,2,0,0,0,108660,0,0,6198,0,0,6,0,74010,0,650,434,8578,1872,0,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus scorpius","GG01_006379296",0.936,0.930635838150289,333220,0,0,0,0,0,2,0,0,0,0,0,0,0,6,4,0,0,2,10,0,2,2,0,2,0,0,2,2,0,0,0,4,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,17280,8,6,10828,10,2,9090,6,7670,14544,12,4594,10,6642,0,0,4816,2,4,4,2,2246,6,10788,11772,0,2204,16,1162,5564,12944,7348,5282,1250,5624,0,2,0,0,4,0,2,0,0,0,0,2,0,0,2,4,2,0,2,6,2,14,4,10,0,0,0,0,2,0,4,2,2,0,18,0,0,0,0,0,2,0,0,0,0,0,0,10858,4088,4804,40,2,2,2,0,0,2,5844,10566,324,6,0,1938,4,2266,6,8,1624,4,1344,14,2,18,0,9262,0,6,13222,6,6,17282,8,14,18942,0,0,0,0,0,4,0,2,0,6,0,2,2,0,48504,18,0,39824,0,230,14,232,2,0,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Artediellus","Artediellus scaber","GG01_006470264",0.994,0.95906432748538,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Chirolophis","Chirolophis ascanii","GG01_001346719",0.959,0.947674418604651,42232,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1486,6,7110,1966,0,0,2,5664,0,0,0,0,0,1116,0,0,0,4724,8,0,2,2,2,0,0,0,396,382,0,2168,0,1496,2,0,2,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2702,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,12,576,0,0,0,0,0,0,0,0,0,0,1992,0,0,0,0,2,0,0,0,0,2,0,0,0,6,0,0,6402,0,0,2,3948,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14,0,0,2,4,0,0,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Artediellus|Icelus","Artediellus atlanticus|Icelus cataphractus|Icelus spatula","GG01_000352103",1,1,5108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,2,0,0,0,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Taurulus","Taurulus bubalis","GG01_000375099",1,0.988095238095238,146538,0,0,0,0,0,2,0,0,2,0,0,0,0,6,2,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,2,24,6744,2,2,10798,0,6,0,4,2,0,4,3794,2,7518,0,4,0,8038,0,0,4,4,8,6424,0,2296,4,2,4406,8,7546,3364,2132,3328,0,2,0,0,4,0,0,0,2,0,0,0,0,0,0,2,4,0,2,4,0,4,0,2,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,4,11884,6,4,0,2,4,0,0,0,4,8,4,0,0,2,2,4,4,0,4,0,0,5568,0,2,0,8,2,0,20596,11804,8,9790,4,14266,5894,2,0,0,0,0,2,0,2,0,6,0,0,0,0,14,2,0,70,0,20,0,0,0,0,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Cyclopteridae","Cyclopterus","Cyclopterus lumpus","GG01_001789296",0.953,0.947976878612717,722806,0,2,0,0,0,2,2,0,0,0,0,0,0,4,2,0,2,4,0,0,0,6,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,2,4,0,0,0,0,0,18,0,0,4402,15816,26,10346,9732,2,15336,5326,904,4,20,12048,5408,19178,1130,2,3094,3252,9280,7346,4,3554,0,8700,20152,0,2350,2344,5216,3098,7578,4530,4950,3600,8762,0,2,4,0,0,0,0,2,0,0,2,0,2,0,0,12,4,0,10,0,4,22,4,30,2,0,2,2,10,2,6446,0,2,0,1114,0,0,0,0,2,8,2,2,0,0,15646,14,0,21156,3726,32,8,4,19978,2256,4,3228,2,7216,3062,8790,2522,2976,1094,22068,22,2,3010,4418,2,2,4,214,0,12,7968,11070,15890,2528,29724,15392,16900,24308,46122,0,0,0,0,0,0,4,2,0,22,0,2,0,0,0,182182,0,40686,0,752,112,352,2078,2,0
"Animalia","Chordata","Teleostei","Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","GG01_000614768",1,1,35062,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6740,0,0,2,0,0,0,2,4366,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5136,0,0,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,7580,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Liparidae","Careproctus","Careproctus reinhardti","GG01_006532009",1,0.964285714285714,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,4,0,0,0,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Liparidae","Liparis","Liparis montagui","GG01_001350806",1,0.941520467836257,88578,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,11508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,2,4,12050,0,3638,0,2,6652,2,0,0,0,5870,7530,0,0,0,0,0,4,0,2,2,1936,5124,0,1596,0,0,6488,932,0,914,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,6,2,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1888,0,2,0,0,0,4,0,0,1604,1184,4656,3792,8,11112,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,2,0,0,0,2,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes spp.","GG01_003013817",0.946,0.935294117647059,42470,0,0,0,0,0,0,0,0,0,0,2190,0,0,0,0,0,0,2626,0,0,0,0,0,1696,0,0,0,0,0,0,0,0,0,2,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1186,862,0,0,0,0,2,2,790,602,0,0,0,0,468,942,0,1084,28,1540,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,112,0,0,0,2,3634,0,554,0,3674,0,0,0,0,0,3400,2,0,0,0,302,0,3012,0,0,2430,0,4098,4180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,202,22,0,0,0,0
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Lycodes","Lycodes vahlii","GG01_000520252",1,0.952941176470588,15578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2178,0,0,0,0,0,0,5620,0,0,0,0,0,0,0,0,0,0,0,0,0,2452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480,0,0,0,0,0,0,0,390,0,0,2,0,0,0,0,0,0,0,0,0,0,0,800,0,0,2,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,2,0,0,0,0,0
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Zoarces","Zoarces viviparus","GG01_002416207",0.994,0.935672514619883,10824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2332,0,0,0,0,0,1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Hippoglossus","Hippoglossus hippoglossus","GG01_000853310",0.909,0.901162790697674,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,8,4,0,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
