"kingdom","phylum","class","order","family","genus","species","id","annotated_pident","best_identity","tot_reads","X1EB110521","X1EB140521","X1EB190521","X1EB250521","X1EB280521","X2021607_001","X2021607_002","X2021607_003","X2021607_004","X2021607_005","X2021607_006","X2021607_007","X2021607_008","X2021607_009","X2021607_010","X2021607_011","X2021607_013","X2021607_014","X2021607_015","X2021607_016","X2021607_017","X2021607_018","X2021607_019","X2021607_020","X2021607_021","X2021607_022","X2021607_023","X2021607_024","X2021607_025","X2021607_026","X2021607_027","X2021607_028","X2021607_029","X2021607_030","X2021607_031","X2021607_032","X2021607_033","X2021607_035","X2021607_036","X2021607_037","X2021607_038","X2021607_039","X2021607_040","X2021607_041","X2021607_042","X2021607_043","X2021607_044","X2021607_045","X2021607_046","X2021607_047","X2021607_048","X2021607_049","X2021607_050","X2021607_051","X2021607_052","X2021607_053","X2021607_054","X2021607_055","X2021607_056","X2021607_058","X2021607_059","X2021607_060","X2021607_061","X2021607_062","X2021607_063","X2021607_064","X2021607_065","X2021607_066","X2021607_067","X2021607_068","X2021607_069","X2021607_070","X2021607_071","X2021607_072","X2021607_073","X2021607_074","X2021607_075","X2021607_076","X2021607_077","X2021607_079","X2021607_080","X2021607_081","X2021607_082","X2021607_083","X2021607_084","X2021607_085","X2021607_086","X2021607_087","X2021607_088","X2021607_089","X2021607_090","X2021607_091","X2021607_092","X2021607_093","X2021607_094","X2021607_095","X2021607_096","X2021607_097","X2021607_098","X2021607_099","X2021607_100","X2021607_101","X2021607_102","X2021607_103","X2021607_104","X2021607_105","X2021607_106","X2021607_107","X2021607_108","X2021607_109","X2021607_110","X2021607_254","X2021607_255","X2021607_256","X2021607_257","X2021607_258","X2021607_259","X2021607_260","X2021607_261","X2021607_262","X2021607_263","X2021607_264","X2021607_265","X2021607_266","X2021607_267","X2021607_268","X2021607_269","X2021607_270","X2021607_271","X2021607_272","X2021607_274","X2021607_275","X2021607_276","X2021607_277","X2021607_278","X2021607_279","X2021607_280","X2021607_281","X2021607_282","X2021607_283","X2021607_284","X2021607_285","X2021607_286","X2021607_287","X2021607_288","X2021607_289","X2021607_290","X2021607_291","X2021607_292","X2021607_293","X2021607_294","X2021607_296","X2021607_297","X2021607_298","X2021607_299","X2021607_300","X2021607_301","X2021607_302","X2021607_303","X2021607_304","X2021607_305","X2021607_306","X2021607_307","X2021607_308","X2021607_309","X2021607_310","X2021607_311","X2021607_312","X2021607_313","X2021607_314","X2021607_315","X2021607_316","X2021607_317","X2021607_318","X2021607_319","X2021607_320","X2021607_321","X2021607_322","X2021607_323","X2021607_324","X2021607_325","X2021607_326","X2021607_327","X2EB260521","C_H2O_C06","C_H2O_C07","C_H2O_D01","D_H2O_C06","D_H2O_C07","D_H2O_D01","PC_C","PC_D"
"Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Mallotus","Mallotus villosus","GG01_000000001",0.994,0.988095238095238,5663603,5,42,7,1,25,5,5,559,1823,759,1045,1934,3823,2541,2923,0,15,1322,1158,11,2337,419,8148,3173,6167,3580,13,13,4023,1906,4001,1933,7407,7035,6188,4150,4424,17,9547,6383,7603,6585,12879,7444,2568,3626,139,3,1,6679,1742,493,5361,1365,943,1,2519,2317,4,11541,6820,12,4146,6000,4,7480,2737,1342,27,11,6128,24219,14283,4979,37542,6849,8110,20270,9973,12,5137,9141,3085,8832,16219,6211,20092,23158,1284,46,2,1164,413,1454,1850,10318,8571,2595,2620,391,1,6,13,3137,15202,4155,6679,10911,5235,11130,19480,8,10,81478,77585,153451,69850,97295,29332,15,36,175076,188185,107078,227382,30819,203539,160436,196778,109020,22,225501,157518,173733,207448,197949,173150,74777,64149,112526,9,3,119376,116600,202840,129288,141155,361083,216349,185490,273219,9,1272,2895,6186,11474,593,605,4642,216,2975,2,37,5607,678,6596,5,5,2535,2448,6835,2957,26,17,6561,4150,5631,213,3031,1774,5313,5948,316,0,5,0,6,5,0,2,191,128
"Animalia","Chordata","Teleostei","Scorpaeniformes","Agonidae","Agonus","Agonus cataphractus","GG01_000659819",1,0.93491124260355,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Micrenophrys","Micrenophrys lilljeborgii","GG01_000884580",0.965,0.907514450867052,11730,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3623,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7251,1,1,1,1,0,0,0,0,18,1,0,0,2,0,816,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Triglops","Triglops murrayi","GG01_001187583",1,0.952662721893491,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,1,1,0,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Chirolophis","Chirolophis ascanii","GG01_001101534",0.965,0.953757225433526,40717,0,1,0,0,1,0,0,2176,0,0,543,0,1,1,0,0,0,1,1,0,3,1,1,3,0,0,0,0,3,0,3,1,1,0,5265,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,97,3,0,0,1,1,0,1820,1,0,1,0,0,2806,0,0,1,0,0,0,0,0,604,0,1,166,0,0,1,0,0,2,139,0,0,1,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,3,1,822,1,0,2021,0,2,0,0,6166,1,0,0,5245,0,1,0,0,0,2,2180,0,1,1,2,0,0,1,4,1,6,0,0,5786,2,1,0,0,968,3,2,1635,1,0,33,1,2,0,0,0,0,0,0,2,0,1,0,0,4,1,0,0,0,0,0,0,2136,2,1,0,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,6,0
"Animalia","Chordata","Teleostei","Perciformes","Pholidae","Pholis","Pholis gunnellus","GG01_000068104",1,0.952941176470588,283373,1,3,0,0,6,2,0,161,8,1,4505,98,1,180,7,0,0,1,9,0,8461,10,4940,124,4,4861,0,0,92,2,394,6,255,2,4337,7,7,4,2,0,2,7,107,3,10252,10742,0,0,0,8,0,1,14,1,19,0,8,3,1,144,146,3,2,4,0,2464,10,2,3,0,5,0,0,3,3,1,7,3,1,0,4555,0,1,7110,6,26,67,183,1,2,7,4421,0,0,58,305,2,3420,2,2,0,2,0,1,120,4146,6000,0,182,4720,1158,1,0,10419,2933,393,4,9,0,1,6,12,10,5626,3304,0,16131,174,12,6393,1,7607,8090,4909,27158,2911,2745,3155,9428,9315,0,0,8436,3841,2609,4485,3225,12309,8832,5624,12157,1,2,54,65,1,317,74,3,22,1,0,0,5,0,14,0,0,1,6,7,4,2,5,180,83,6,6,3,6112,305,146,1662,0,0,0,2,0,0,0,1312,1750
"Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas","Anarhichas spp.","GG01_000623042",0.97,0.964497041420118,15963,0,0,0,0,0,0,0,161,0,0,187,161,0,208,0,0,0,0,0,1,103,0,0,141,1,0,0,0,128,0,783,0,283,0,146,0,0,0,0,0,1,1,135,0,423,0,0,0,0,2,0,0,0,0,1,0,1,0,0,212,224,0,0,0,0,552,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,117,284,0,0,0,0,0,0,67,358,0,642,0,0,0,0,0,0,148,0,1189,0,319,70,1132,0,0,25,11,668,0,2,0,1,0,0,0,0,0,0,2,280,0,1,0,82,0,0,2,0,0,0,119,243,0,0,14,1,30,2,176,23,1,161,38,0,0,0,126,0,23,253,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,238,128,0,2,0,1,892,160,1,0,0,0,0,0,0,0,1874,2193
"Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus scorpius","GG01_000000061",1,1,168129,0,1,0,0,4,0,0,6,4,2,1,13487,0,2,6156,0,0,8310,5,4,2594,5,0,1,4,3,1,1,3,0,5,3,5787,0,3818,3,0,0,0,0,2,1,0,2,0,0,2,0,0,10,4,1,7,4,0,0,5,1,0,5,3,3,4,0,3,4,4,3,2,1,1,4,0,1,4,0,2,1,0,2,4,2,0,2,1,3,3,2,1,2,0,1,0,0,5,3,617,7,0,2817,0,0,1,0,0,8884,4879,0,1,2,3,0,0,2809,5259,11774,3,4,0,1,0,1344,3,3933,15711,0,6001,4,5481,3,2,573,4,634,8,2,1607,430,2,2,1,0,1441,1942,4726,2545,3156,12754,3217,2850,4462,0,57,2,0,2,5,2652,1,7,2330,0,0,2,5580,6,1,0,2,1,1,267,0,4,5,5,4419,5,1,3,11,1,3,0,2,0,2,0,0,1,1366,1161
"Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Taurulus","Taurulus bubalis","GG01_000166502",1,0.988095238095238,31443,0,0,0,0,0,0,0,1,1,0,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,4772,1,0,0,0,3,0,1,0,0,0,1,1,0,1,0,0,1,2,3,0,1,0,1,0,2,0,0,0,0,1,0,2852,0,0,2716,0,4219,1,0,1,3332,0,0,1,0,1,2,2133,879,2670,5476,214,1595,2,1,497,0,0,1,0,6,0,5,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,0,1,0,1,0,0,0,0,0,2,1
"Animalia","Chordata","Teleostei","Scorpaeniformes","Cyclopteridae","Cyclopterus","Cyclopterus lumpus","GG01_000000049",1,0.994082840236686,156509,0,4,0,0,3,0,0,3,5,0,2,3,1,1,2,1,0,574,7,0,1617,6,2,1,4,3,0,0,770,0,3,1,0,1,4,4,3,1,0,0,4,1,1,1,1,1,0,0,0,6,5,0,5,3,3,0,3,2,0,5,0,0,1,1,0,4,0,1,1,0,1,3,1,0,3,0,6948,1,0,0,1,2,1,0,1,4,3,0,0,2,1,9,0,0,3,4,1,9,0,2,0,1,0,6316,8833,1546,7060,0,1,4,2,0,3,2565,5,3054,6609,5175,3011,0,0,8697,3846,1335,7,0,2205,1553,3719,239,0,717,616,7785,11,1206,6004,6,3099,9227,0,0,4048,4227,10798,3188,2989,3021,2855,4473,1849,0,4,126,0,0,6,0,596,3,1860,0,2,4,1,7,0,0,0,1430,1,1,2,3,4,1551,2,4,1,4,7,1,1,0,0,0,0,0,0,0,6965,1943
"Animalia","Chordata","Teleostei","Scorpaeniformes","Liparidae","Liparis","Liparis fabricii|Liparis inquilinus|Liparis liparis","GG01_000017670",0.994,0.988165680473373,33384,0,1,0,0,1,0,0,3,3393,0,0,4274,2,0,0,0,0,0,2592,1,2,0,2336,1,0,0,0,0,3258,0,2,1,3178,3,5,0,0,0,0,0,1,1,0,2,0,1,0,0,0,2,0,0,5,2,0,0,0,0,0,1,0,0,1,0,0,3,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,1,0,1,0,2,0,0,1668,6135,3,2,1,0,0,0,0,0,0,1430,0,0,1,0,0,0,0,0,2,2,1,620,0,0,0,1,0,131,0,0,2,0,613,0,0,570,75,0,1,0,2,0,1483,112,0,0,0,2,8,62,57,2,6,840,42,0,1,0,1,0,1,0,0,11,0,0,1,1,0,0,0,0,3,389,0,0,0,0,2,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,11,1
"Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes spp.","GG01_000017923",1,0.988095238095238,4385,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,235,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,193,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,214,125,0,0,0,1625,1,1,0,0,196,0,1,0,73,0,53,0,0,0,0,46,0,0,0,0,0,0,0,0,0,60,87,0,0,0,1,300,707,0,0,0,397,0,0,0,0,0,0,0,0,0,1,0
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Leptoclinus","Leptoclinus maculatus","GG01_000000063",1,0.994082840236686,22691,0,1,0,0,0,0,0,1,0,1,614,1,0,2,0,0,1,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,3536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,149,0,0,0,1,0,0,3591,1,0,0,0,0,5396,0,0,1,0,1,0,1,0,865,0,0,117,0,0,0,0,2,0,130,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1297,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,61,0,3,0,1,1,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,6872,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Zoarces","Zoarces viviparus","GG01_000034170",0.994,0.935672514619883,13717,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,798,0,0,0,0,0,0,1,0,0,3994,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1656,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2164,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,2,1,0,2,0,2,0,1,774,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3033,1252
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Lycodes","Lycodes vahlii","GG01_000659832",1,0.982142857142857,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes platessa","GG01_000017057",0.937,0.932203389830508,542765,1,2,0,0,14,2,1,7166,5343,1243,10777,4566,4,2833,6776,1,2,10003,7543,0,2265,3847,7,11228,5926,1850,3,2,2785,1567,3477,8316,11,6,9945,2022,7,1,6283,3,12,9540,1,1096,3390,4849,6407,1,0,5020,13999,3,844,1161,5050,0,5483,2,1,3407,1939,6,9,4,1,6090,1048,1370,4,1,11210,1875,2,291,7340,5,18244,1694,3,2,9020,9,5,5623,7,6,11718,3079,6,5,0,11727,2,6276,2832,3368,1819,21611,3454,1,0,1,8241,8421,1526,5002,8188,1001,30636,30413,1209,0,0,964,20,2602,108,19,2,1,22,5823,7207,4,20452,1,14937,10654,5522,8,1,2255,7,7,27,4295,3367,2645,1,3618,1,1,2102,804,4449,2597,3476,1890,1557,15,64,1,1019,22,9,4,1872,22,5,1144,4146,0,0,7,0,43,0,2,12,9094,6,1,1,0,17,5,17,12,7,4456,10865,12,2,0,3,1,3,3,0,0,1750,4239
"Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides platessoides","GG01_000167719",0.933,0.927777777777778,290,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,8,0,0,0,0,5,0,3,0,0,6,4,0,0,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,13,21,0,11,12,1,0,52,0,0,29,0,0,0,0,0,0,3,4,0,0,0,1,0,1,15,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,4,0,0,0,0,0,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus kitt","GG01_000839469",0.954,0.931034482758621,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus cynoglossus","GG01_000803658",0.994,0.964705882352941,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Pleuronectiformes","Scophthalmidae","Zeugopterus","Zeugopterus punctatus","GG01_000781981",1,0.901162790697674,6061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2355,0,0,0,0,0,0,0,3701,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Salmo","Salmo salar","GG01_000854487",0.942,0.942196531791908,1147124,3,9,2,2,9,1,5,18,26,12,5814,25,17,21,18,0,1,3687,8021,1,1099,12,4982,2428,4749,2,3,1,816,1,15,13,29,17,28,21,11,3,38,1,11,11,6,12,5,10,2,0,1,25,4010,4,19,8,3,0,17,19,5,5257,17,6,24,13,1,21,5,1207,5,3,4,5,2,3,11,5715,12,1,0,5,15,13,2,4692,12,40,2,14,5,11,2,3077,1,2,14,30,13,12,8,5,0,4,11438,8,2,11,4148,6,11,12546,6,1,2,24820,2190,26638,2892,38180,6354,3,11,12767,16,8186,15729,2,12633,31841,3931,3228,1,6229,5340,2319,23093,13807,8212,15872,16425,19601,5,10,7230,4151,8581,3630,6499,5233,10141,18231,5143,12,12313,11871,19646,9802,2610,30982,9560,933,20717,1,21,15126,8648,58677,2,0,17172,53243,59811,32087,12,5,23672,44742,85397,7395,13049,66897,21236,41704,25902,0,2,0,3,0,0,0,85,16
"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Salmo","Salmo trutta","GG01_000737849",1,1,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Aves","Anseriformes","Anatidae","Melanitta","Melanitta deglandi","GG01_000110422",0.995,0.884210526315789,397,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,11,0,0,0,0,24,0,0,80,0,0,14,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,17,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
"Animalia","Chordata","Aves","Galliformes","Phasianidae","Gallus","Gallus gallus","GG01_000187463",0.994,0.994475138121547,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus","GG01_000697157",0.917,0.923076923076923,13912,0,0,0,0,0,0,0,634,1,0,0,1,82,0,605,0,0,0,0,0,0,0,0,0,1,0,0,0,94,0,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,0,0,0,0,483,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4340,0,1300,0,0,0,0,0,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,619,0,1,725,0,0,0,0,1,0,0,0,0,205,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2943,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,485,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Capra","Capra hircus","GG01_000169499",1,1,3649,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2033,0,0,0,0,0,0,0,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
